sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the yellow sphere flip,flip,yellow Sphere,agent ,red Cylinder, ,grey Tower, ,0.0000,0.1041,0.6140,0.0000,0.0000,0.4861,0.0000,0.0000,0.0000,0.0000,0.0000,0.1029,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1296,0.1991,0.0000,0.0000,0.0000,0.0000,0.0775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9792,0.0189,0.0784,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8057,0.1000,0.1000
the purple dome roll the green cylinder to the blue sphere,roll,purple Dome,agent ,blue Sphere,recipient ,green Cylinder,theme ,0.0000,0.4101,0.4863,0.0000,0.0000,0.9189,0.0000,0.0000,0.0000,0.0000,0.2998,1.0000,0.9496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9953,0.0000,0.9939,0.0000,0.8415,0.9990,0.9576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9280,0.2067,0.9864,0.0000,0.0000,0.1643,0.0000,0.0000,0.0000,0.3396,0.3539,0.8590
the purple sphere flip,flip,red Dome, ,yellow Cone, ,purple Sphere,agent ,0.0000,0.4832,0.3082,0.0000,0.0000,0.8250,0.0000,0.0000,0.0000,0.0000,0.2977,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4531,0.9347,0.0000,0.0000,0.9420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.0785,0.9793,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.7984
the grey sphere flip,flip,yellow Cone, ,grey Sphere,agent ,blue Cylinder, ,0.0000,0.5957,0.4895,0.0000,0.0000,0.0856,0.0000,0.0000,0.0000,0.0000,0.9796,0.2987,0.1070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4208,0.3829,0.0000,0.4040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790,0.9793,0.0188,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8352,0.1000
the yellow tower give the green cylinder to the blue cone,give,green Cylinder,theme ,yellow Tower,agent ,blue Cone,recipient ,0.0000,0.8074,0.9150,0.0000,0.0000,0.8015,0.0000,0.0000,0.0000,0.0000,0.7770,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7406,0.7951,0.0000,0.0000,0.4019,0.7949,1.0000,0.0000,0.0000,0.3237,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9953,0.9579,0.9761,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3388,0.3538
the purple cylinder throw the grey sphere,throw,green Cube, ,purple Cylinder,agent ,grey Sphere,theme ,0.0000,0.4020,0.7214,0.0000,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6955,0.0728,0.0000,0.0000,0.0000,0.0000,0.9979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3126,0.0000,0.0195,0.9391,0.9832,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3378,0.1000
the red cone spin,spin,green Tower, ,purple Cylinder, ,red Cone,agent ,0.0000,0.4960,0.7039,0.0000,0.0000,0.2004,0.0000,0.0000,0.0000,0.0000,0.0000,0.2981,0.2973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4190,0.0000,0.0000,0.0000,0.0000,0.4629,0.4352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0784,0.0208,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9934
the red dome throw the yellow cube to the green sphere,throw,yellow Cube,theme ,red Dome,agent ,green Sphere,recipient ,0.0000,0.4720,0.9150,0.0000,0.0000,0.4378,0.0000,0.0000,0.0000,0.0000,0.7656,0.0000,0.5707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9189,0.7952,0.0000,0.0000,0.1294,0.8195,0.9982,0.0000,0.0000,0.3003,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.9425,0.0184,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3483,0.3367
the yellow cylinder roll the grey cone,roll,red Dome, ,yellow Cylinder,agent ,grey Cone,theme ,0.0000,0.4016,0.6072,0.0000,0.0000,0.3110,0.0000,0.0000,0.0000,0.0000,0.9354,0.8644,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5628,0.3112,0.0000,0.7702,0.7400,0.6158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.9216,0.9959,0.0000,0.0000,0.2414,0.0000,0.0000,0.0000,0.1000,0.3736,0.9925
the purple dome flip,flip,purple Dome,agent ,blue Cylinder, ,grey Sphere, ,0.0000,0.2937,0.7918,0.0000,0.0000,0.4873,0.0000,0.0000,0.0000,0.0000,0.2989,0.1038,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4913,0.0000,0.3458,0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0184,0.0790,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8486,0.1000,0.1000
the green cube kick the red tower,kick,grey Cylinder, ,green Cube,agent ,red Tower,theme ,0.0000,0.4080,0.5697,0.0000,0.0000,0.5557,0.0000,0.0000,0.0000,0.0000,0.9598,0.1080,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9861,0.7552,0.0000,0.0000,0.2982,0.0000,0.4705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0193,0.9345,0.9754,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3259,0.1000
the grey cone kick the green sphere,kick,green Sphere,theme ,grey Cone,agent ,yellow Cylinder, ,0.0000,0.5246,0.6647,0.0000,0.0000,0.4064,0.0000,0.0000,0.0000,0.0000,0.9440,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5848,0.4147,0.0000,0.0000,0.0000,0.0000,0.9665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9747,0.9072,0.0219,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3380,0.1000
the blue dome flip,flip,green Cube, ,purple Sphere, ,blue Dome,agent ,0.0000,0.5003,0.7820,0.0000,0.0000,0.3044,0.0000,0.0000,0.0000,0.0000,0.0000,0.3876,0.2960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3965,0.1328,0.0000,0.0000,0.3739,0.0523,0.2934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0784,0.0216,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the red sphere flip,flip,red Sphere,agent ,blue Cylinder, ,grey Cone, ,0.0000,0.7590,0.2655,0.0000,0.0000,0.4928,0.0000,0.0000,0.0000,0.0000,0.0954,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6847,0.5066,0.1455,0.0000,0.4228,0.3235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0782,0.0203,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8357,0.1000,0.1000
the blue cube hop,hop,purple Cone, ,blue Cube,agent ,green Cylinder, ,0.0000,0.2474,0.4986,0.0000,0.0000,0.6107,0.0000,0.0000,0.0000,0.0000,0.0364,0.2955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2067,0.1046,0.0000,0.5182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.9915,0.0802,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue cube roll the yellow cylinder to the grey sphere,roll,yellow Cylinder,theme ,grey Sphere,recipient ,blue Cube,agent ,0.0000,0.8920,0.4964,0.0000,0.0000,0.3920,0.0000,0.0000,0.0000,0.0000,0.2996,0.9282,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9823,0.9687,0.2550,0.0000,0.9713,0.0000,0.9948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9887,0.2851,0.9155,0.4280,0.0000,0.0000,0.4402,0.0000,0.0000,0.8208,0.3535,0.3290
the grey cylinder flip,flip,red Sphere, ,purple Dome, ,grey Cylinder,agent ,0.0000,0.4948,0.7940,0.0000,0.0000,0.2922,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5298,0.2354,0.0000,0.6269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0784,0.0205,0.9792,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.8671
the green cylinder kick the blue sphere to the yellow dome,kick,green Cylinder,agent ,blue Sphere,theme ,yellow Dome,recipient ,0.0000,0.4806,0.3922,0.0000,0.0000,0.9116,0.0000,0.0000,0.0000,0.0000,0.5686,0.0000,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4851,0.9969,0.9844,0.0000,0.9997,0.9839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9217,0.9768,0.0187,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3422,0.1000,0.3389
the red tower hop,hop,red Tower,agent ,green Cube, ,blue Cone, ,0.0000,0.3772,-0.0920,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0947,0.2990,0.2986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0784,0.0216,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the purple dome hop,hop,grey Sphere, ,purple Dome,agent ,blue Cube, ,0.0000,0.2009,0.5082,0.0000,0.0000,0.5686,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0217,0.9915,0.0799,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow cube throw the blue cylinder to the grey cone,throw,yellow Cube,agent ,blue Cylinder,theme ,grey Cone,recipient ,0.0000,0.5156,0.4435,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.2805,0.2988,0.7633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5640,0.9631,0.0000,0.7952,0.9999,0.8201,0.0000,0.0000,0.0000,0.0000,0.3157,0.0000,1.0000,0.0000,0.0000,0.0000,0.9435,0.9946,0.0201,0.0000,0.6323,0.0000,0.0000,0.6053,0.0000,0.3408,0.1900,0.3578
the green cube hop,hop,green Cube,agent ,grey Dome, ,red Cylinder, ,0.0000,0.4836,0.8130,0.0000,0.0000,0.5081,0.0000,0.0000,0.0000,0.0000,0.2994,0.0994,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240,0.0000,0.4137,0.0000,0.0000,0.0000,0.2595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0213,0.0804,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the green cone give the yellow dome to the blue cube,give,blue Cube,recipient ,yellow Dome,theme ,green Cone,agent ,0.0000,0.9150,0.8018,0.0000,0.0000,0.7426,0.0000,0.0000,0.0000,0.0000,0.9280,0.9974,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7927,0.9997,0.7951,0.0000,0.8458,0.0000,0.3812,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3205,0.0000,0.0000,0.0000,0.9075,0.9964,0.9817,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3381,0.1000,0.3383
the purple cylinder throw the red dome to the green cone,throw,red Dome,theme ,green Cone,recipient ,purple Cylinder,agent ,0.0000,0.9150,0.5071,0.0000,0.0000,0.4343,0.0000,0.0000,0.0000,0.0000,0.0000,0.7659,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9675,0.8195,0.0000,0.9983,0.0000,0.5777,0.0000,0.0000,1.0000,0.3173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9940,0.0200,0.9477,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1900,0.3488,0.3406
the yellow cone hop,hop,yellow Cone,agent ,green Cube, ,grey Sphere, ,0.0000,0.1895,0.5713,0.0000,0.0000,0.5046,0.0000,0.0000,0.0000,0.0000,0.2989,0.1055,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0431,0.0000,0.0000,0.0000,0.0000,0.0000,0.3378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0196,0.0813,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the blue dome flip,flip,green Cone, ,red Tower, ,blue Dome,agent ,0.0000,0.4951,0.3053,0.0000,0.0000,0.7931,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4914,0.1563,0.0000,0.2715,0.2449,0.4648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.0795,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8066
the blue sphere spin,spin,green Cube, ,blue Sphere,agent ,yellow Cone, ,0.0000,0.2115,0.5155,0.0000,0.0000,0.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.2995,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5990,0.3336,0.0000,0.0000,0.0000,0.0000,0.6069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0218,0.0205,0.0813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9874,0.1000
the green cone kick the grey cylinder,kick,green Cone,agent ,grey Cylinder,theme ,yellow Dome, ,0.0000,0.6063,0.4108,0.0000,0.0000,0.4968,0.0000,0.0000,0.0000,0.0000,0.0975,0.0000,0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2165,0.3519,0.0000,0.6757,0.9913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9145,0.9769,0.0211,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3461,0.1000,0.1000
the green tower hop,hop,yellow Cylinder, ,green Tower,agent ,blue Dome, ,0.0000,0.6199,0.5000,0.0000,0.0000,0.2458,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0815,0.9915,0.0184,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue cone flip,flip,red Cylinder, ,purple Cube, ,blue Cone,agent ,0.0000,0.5088,0.3465,0.0000,0.0000,0.8362,0.0000,0.0000,0.0000,0.0000,0.2998,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2815,0.8966,0.0000,0.0000,0.8221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.0802,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8487
the purple cylinder throw the yellow sphere to the red cone,throw,red Cone,recipient ,yellow Sphere,theme ,purple Cylinder,agent ,0.0000,0.9150,0.4452,0.0000,0.0000,0.4519,0.0000,0.0000,0.0000,0.0000,1.0000,0.9576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8220,0.9974,0.7952,0.0000,0.9116,0.0000,0.1628,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.2885,0.0000,0.0000,0.0000,0.0216,0.9964,0.9426,0.0000,0.6323,0.0000,0.0000,0.6039,0.0000,0.3599,0.1900,0.3608
the purple dome spin,spin,blue Tower, ,purple Dome,agent ,grey Sphere, ,0.0000,0.7113,0.4820,0.0000,0.0000,0.1937,0.0000,0.0000,0.0000,0.0000,0.0000,0.2991,0.1072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6269,0.0000,0.0000,0.0000,0.0000,0.4056,0.6528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0780,0.0204,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9791,0.1000
the blue dome hop,hop,yellow Sphere, ,grey Cube, ,blue Dome,agent ,0.0000,0.4898,0.8767,0.0000,0.0000,0.5394,0.0000,0.0000,0.0000,0.0000,0.0000,0.2433,0.2957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1487,0.0000,0.0000,0.0000,0.6845,0.5153,0.2972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0784,0.0195,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the blue cone throw the purple dome,throw,red Cube, ,purple Dome,theme ,blue Cone,agent ,0.0000,0.9124,0.4450,0.0000,0.0000,0.5057,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4680,0.9441,0.0882,0.0000,0.9792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2842,0.0000,0.0000,0.0000,0.0216,0.9925,0.9435,0.0000,0.6323,0.0000,0.0000,0.6051,0.0000,0.1210,0.1000,0.3419
the blue cylinder spin,spin,green Sphere, ,purple Cone, ,blue Cylinder,agent ,0.0000,0.5094,0.7019,0.0000,0.0000,0.2115,0.0000,0.0000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1621,0.0000,0.0000,0.0000,0.0000,0.1374,0.1528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0806,0.0213,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9654
the yellow cube give the purple tower to the blue sphere,give,purple Tower,theme ,yellow Cube,agent ,blue Sphere,recipient ,0.0000,0.7465,0.9150,0.0000,0.0000,0.8015,0.0000,0.0000,0.0000,0.0000,0.7919,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8328,0.7952,0.3405,0.0000,0.0000,0.7932,0.9998,0.0000,0.0000,0.3205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9965,0.9799,0.9289,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3487,0.3422
the green tower kick the blue sphere,kick,green Tower,agent ,yellow Dome, ,blue Sphere,theme ,0.0000,0.4025,0.4904,0.0000,0.0000,0.7759,0.0000,0.0000,0.0000,0.0000,0.2997,0.1041,0.9204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9909,0.0000,0.0000,0.7517,0.1596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9154,0.0203,0.9740,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3500,0.1000,0.1000
the purple tower flip,flip,purple Tower,agent ,green Cylinder, ,yellow Dome, ,0.0000,0.1102,0.6004,0.0000,0.0000,0.4986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0965,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0243,0.1374,0.0000,0.0000,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0214,0.0783,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8486,0.1000,0.1000
the grey sphere throw the red cone,throw,yellow Dome, ,red Cone,theme ,grey Sphere,agent ,0.0000,0.7895,0.4215,0.0000,0.0000,0.4940,0.0000,0.0000,0.0000,0.0000,0.2387,0.7484,0.2934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0994,0.7640,0.9002,0.0000,0.9979,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3033,0.0000,0.0000,0.0000,0.0216,0.9829,0.9380,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3366
the grey cylinder spin,spin,grey Cylinder,agent ,blue Cone, ,red Sphere, ,0.0000,0.2125,0.7146,0.0000,0.0000,0.4979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0955,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3475,0.3539,0.0000,0.0000,0.0000,0.0000,0.3438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0212,0.0213,0.0782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9761,0.1000,0.1000
the green tower flip,flip,blue Sphere, ,yellow Cube, ,green Tower,agent ,0.0000,0.5009,0.2702,0.0000,0.0000,0.7464,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1618,0.2752,0.0000,0.0000,0.0530,0.0000,0.1715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0186,0.0816,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the yellow tower flip,flip,yellow Tower,agent ,purple Cylinder, ,red Cone, ,0.0000,0.7755,0.2857,0.0000,0.0000,0.4843,0.0000,0.0000,0.0000,0.0000,0.0943,0.2997,0.3425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0529,0.0874,0.0000,0.1629,0.3459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0787,0.0182,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8486,0.1000,0.1000
the grey cone throw the blue tower,throw,yellow Cube, ,grey Cone,agent ,blue Tower,theme ,0.0000,0.3405,0.5068,0.0000,0.0000,0.5880,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4659,0.0395,0.2509,0.0000,0.0000,0.0000,0.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3189,0.0000,0.0212,0.9075,0.9866,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3376,0.1000
the yellow cylinder spin,spin,grey Tower, ,yellow Cylinder,agent ,red Dome, ,0.0000,0.1916,0.4853,0.0000,0.0000,0.7060,0.0000,0.0000,0.0000,0.0000,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0920,0.0000,0.1654,0.0000,0.1863,0.1535,0.0711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.0202,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9929,0.1000
the yellow tower roll the grey sphere,roll,grey Sphere,theme ,green Dome, ,yellow Tower,agent ,0.0000,0.2836,0.4547,0.0000,0.0000,0.3965,0.0000,0.0000,0.0000,0.0000,0.2999,0.9497,0.4703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5883,0.1573,0.1156,0.0000,0.9882,0.7306,0.0579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9960,0.0185,0.9150,0.1651,0.0000,0.0000,0.0000,0.0000,0.0000,0.7707,0.1000,0.3569
the blue sphere kick the red cube to the purple tower,kick,blue Sphere,agent ,red Cube,theme ,purple Tower,recipient ,0.0000,0.4977,0.4093,0.0000,0.0000,0.9116,0.0000,0.0000,0.0000,0.0000,0.5690,0.0000,0.9592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3648,0.9992,0.9991,0.0000,0.9938,0.9979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9275,0.9842,0.0195,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3615,0.1000,0.3447
the grey cone throw the green cube,throw,grey Cone,agent ,green Cube,theme ,blue Cylinder, ,0.0000,0.4778,0.4285,0.0000,0.0000,0.8596,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9980,0.0000,0.0000,0.8485,0.1528,0.0000,0.0000,0.0000,0.0000,0.3018,0.0000,0.0000,0.0000,0.0000,0.0000,0.9435,0.9823,0.0184,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3511,0.1000,0.1000
the green dome flip,flip,green Dome,agent ,purple Cylinder, ,red Cone, ,0.0000,0.3541,0.8522,0.0000,0.0000,0.5019,0.0000,0.0000,0.0000,0.0000,0.2991,0.1020,0.9959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0961,0.0955,0.9906,0.0000,0.0000,0.9913,0.0963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0213,0.0790,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8198,0.1000,0.1000
