sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11
the purple cylinder throw the grey tower,throw,red Dome, ,purple Cylinder,agent ,grey Tower,theme ,0.0000,0.4267,0.8958,0.0000,0.0000,0.4705,0.0000,0.0000,0.0000,0.0000,0.8641,0.4334,0.2986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8887,0.2177,0.0000,0.0000,0.0000,0.5579,0.9980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2958,0.0000,0.0181,0.9477,0.9820,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.1000,0.3492,0.1000
the green cylinder throw the grey cone to the red cube,throw,green Cylinder,agent ,grey Cone,theme ,red Cube,recipient ,0.0000,0.4320,0.4520,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.2993,0.7656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0263,0.0936,0.9161,0.0000,0.7951,0.9962,0.8273,0.0000,0.0000,0.0000,0.0000,0.2988,0.0000,1.0000,0.0000,0.0000,0.0000,0.9439,0.9962,0.0219,0.0000,0.6323,0.0000,0.0000,0.5610,0.0000,0.3485,0.1900,0.3511
the purple cylinder spin,spin,red Dome, ,purple Cylinder,agent ,green Tower, ,0.0000,0.1946,0.4912,0.0000,0.0000,0.7033,0.0000,0.0000,0.0000,0.0000,0.2990,0.2981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3401,0.0847,0.0000,0.0000,0.0000,0.0000,0.3308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0198,0.0191,0.0784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9565,0.1000
the yellow dome roll the red cylinder,roll,purple Sphere, ,yellow Dome,agent ,red Cylinder,theme ,0.0000,0.4108,0.8105,0.0000,0.0000,0.4474,0.0000,0.0000,0.0000,0.0000,0.9419,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9852,0.0000,0.3475,0.0000,0.2761,0.8809,0.8084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.9223,0.9959,0.0000,0.0000,0.4285,0.0000,0.0000,0.4400,0.1000,0.3386,0.7986
the purple cube spin,spin,purple Cube,agent ,red Cylinder, ,yellow Sphere, ,0.0000,0.7092,0.1956,0.0000,0.0000,0.4857,0.0000,0.0000,0.0000,0.0000,0.0906,0.2990,0.2974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1104,0.0000,0.0000,0.1462,0.4272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.0783,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9717,0.1000,0.1000
the yellow dome flip,flip,green Cube, ,yellow Dome,agent ,blue Cylinder, ,0.0000,0.3317,0.4979,0.0000,0.0000,0.8251,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7480,0.0000,0.4538,0.0000,0.6269,0.3941,0.5748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.9857,0.0790,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8666,0.1000
the purple dome spin,spin,grey Cube, ,purple Dome,agent ,yellow Cylinder, ,0.0000,0.6964,0.5145,0.0000,0.0000,0.2115,0.0000,0.0000,0.0000,0.0000,0.2980,0.0000,0.0915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3303,0.0000,0.0000,0.0000,0.0000,0.0157,0.2973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,0.0204,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9742,0.1000
the yellow cylinder flip,flip,blue Tower, ,yellow Cylinder,agent ,red Cube, ,0.0000,0.7670,0.4928,0.0000,0.0000,0.2706,0.0000,0.0000,0.0000,0.0000,1.0000,0.2988,0.1059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1949,0.0000,0.0000,0.0000,0.0000,0.0350,0.3557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0784,0.9793,0.0201,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8766,0.1000
the green cube give the yellow sphere to the purple cylinder,give,green Cube,agent ,purple Cylinder,recipient ,yellow Sphere,theme ,0.0000,0.8007,0.7654,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9733,1.0000,0.9913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0398,0.1726,0.9999,0.0000,0.7944,0.7868,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3221,1.0000,0.0000,0.9771,0.9479,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3234,0.3617,0.1000
the yellow tower hop,hop,grey Cone, ,yellow Tower,agent ,blue Cube, ,0.0000,0.7969,0.4844,0.0000,0.0000,0.4548,0.0000,0.0000,0.0000,0.0000,0.1445,0.2997,0.1022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8443,0.0000,0.0572,0.1855,0.3737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0782,0.9915,0.0186,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue cylinder hop,hop,grey Sphere, ,blue Cylinder,agent ,red Cone, ,0.0000,0.5305,0.4954,0.0000,0.0000,0.0259,0.0000,0.0000,0.0000,0.0000,1.0000,0.2998,0.0983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0796,0.9841,0.0195,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.1000
the blue tower roll the red cone,roll,blue Tower,agent ,red Cone,theme ,yellow Sphere, ,0.0000,0.3926,0.4023,0.0000,0.0000,0.7450,0.0000,0.0000,0.0000,0.0000,1.0000,0.2994,0.9114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6763,0.0000,0.7419,0.0000,0.0000,0.9880,0.4814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8988,0.9964,0.0216,0.0000,0.3127,0.0000,0.0000,0.2554,0.0000,0.3645,0.8601,0.1000
the green cone spin,spin,green Cone,agent ,grey Tower, ,yellow Cube, ,0.0000,0.7069,0.2086,0.0000,0.0000,0.5017,0.0000,0.0000,0.0000,0.0000,0.1044,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4540,0.0000,0.0000,0.4551,0.1960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0218,0.0804,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9753,0.1000,0.1000
the blue cylinder spin,spin,grey Cube, ,green Tower, ,blue Cylinder,agent ,0.0000,0.4966,0.1871,0.0000,0.0000,0.6905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2768,0.5356,0.0000,0.0000,0.5327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0185,0.0808,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the grey cone give the green cylinder to the purple sphere,give,grey Cone,agent ,purple Sphere,recipient ,green Cylinder,theme ,0.0000,0.8033,0.8533,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9925,0.4728,0.9691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3692,0.0000,1.0000,0.0000,0.7954,0.7777,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3221,1.0000,0.0000,0.9542,0.9743,0.9953,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3370,0.3471,0.1000
the yellow cube give the grey tower to the purple cone,give,yellow Cube,agent ,grey Tower,theme ,purple Cone,recipient ,0.0000,0.7733,0.8022,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.9759,0.7866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1237,0.1017,0.7741,0.0000,0.7952,1.0000,0.7947,0.0000,0.0000,0.0000,0.0000,0.3221,0.0000,1.0000,0.0000,0.0000,0.0000,0.9715,0.9961,0.9502,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3450,0.1000,0.3543
the grey sphere roll the red dome to the purple tower,roll,red Dome,theme ,purple Tower,recipient ,grey Sphere,agent ,0.0000,0.8920,0.4549,0.0000,0.0000,0.3845,0.0000,0.0000,0.0000,0.0000,1.0000,0.9497,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5160,0.8892,0.0000,0.0000,0.9744,0.4219,0.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9917,0.4772,0.9163,0.2409,0.0000,0.0000,0.0000,0.0000,0.0000,0.9842,0.3474,0.3626
the blue cylinder kick the purple sphere to the yellow cube,kick,yellow Cube,recipient ,blue Cylinder,agent ,purple Sphere,theme ,0.0000,0.4119,0.9136,0.0000,0.0000,0.4983,0.0000,0.0000,0.0000,0.0000,0.9733,0.9932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9838,0.0000,0.9968,0.0000,0.4536,1.0000,0.9843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.9282,0.9743,0.0000,0.0000,0.6083,0.0000,0.0000,0.5320,0.3336,0.3410,0.1000
the yellow cube hop,hop,red Tower, ,yellow Cube,agent ,purple Cylinder, ,0.0000,0.4198,0.5032,0.0000,0.0000,0.7539,0.0000,0.0000,0.0000,0.0000,0.2764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2449,0.3806,0.0000,0.0000,0.5430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.9915,0.0799,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the grey dome spin,spin,green Cube, ,purple Cone, ,grey Dome,agent ,0.0000,0.4986,0.6978,0.0000,0.0000,0.1966,0.0000,0.0000,0.0000,0.0000,0.2998,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4656,0.0000,0.0000,0.0000,0.0000,0.4909,0.4751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0786,0.0211,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9620
the green cube give the yellow dome to the purple cone,give,yellow Dome,theme ,green Cube,agent ,purple Cone,recipient ,0.0000,0.7413,0.9150,0.0000,0.0000,0.8019,0.0000,0.0000,0.0000,0.0000,0.7925,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8505,0.7952,0.3955,0.0000,0.0000,0.7927,0.9997,0.0000,0.0000,0.3205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.9801,0.9079,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3364,0.3381
the blue tower throw the purple dome to the grey cone,throw,blue Tower,agent ,grey Cone,recipient ,purple Dome,theme ,0.0000,0.4371,0.4972,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.2993,0.4326,0.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3875,0.0000,0.9984,0.0000,0.8188,0.9416,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3126,1.0000,0.0000,0.9470,0.0197,0.9952,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3379,0.3365,0.1900
the grey dome flip,flip,yellow Tower, ,purple Cube, ,grey Dome,agent ,0.0000,0.4926,0.8573,0.0000,0.0000,0.3504,0.0000,0.0000,0.0000,0.0000,0.2990,0.9392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2019,0.9096,0.0000,0.0000,0.9531,0.1461,0.1896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0789,0.0196,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8666
the grey sphere roll the green tower to the yellow dome,roll,green Tower,theme ,grey Sphere,agent ,yellow Dome,recipient ,0.0000,0.4692,0.8926,0.0000,0.0000,0.3941,0.0000,0.0000,0.0000,0.0000,0.9547,0.0000,0.5177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9345,0.5708,0.8905,0.0000,0.9839,0.0000,0.9846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9914,0.9228,0.5295,0.3094,0.0000,0.0000,0.1797,0.0000,0.0000,0.9775,0.3405,0.3400
the grey cube spin,spin,yellow Tower, ,purple Dome, ,grey Cube,agent ,0.0000,0.5072,0.1952,0.0000,0.0000,0.6880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4050,0.1433,0.0000,0.0000,0.1440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0207,0.0807,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9776
the yellow cone kick the blue cylinder,kick,blue Cylinder,theme ,red Tower, ,yellow Cone,agent ,0.0000,0.5226,0.5767,0.0000,0.0000,0.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0.9496,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4757,0.4386,0.0000,0.0000,0.9835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9762,0.0198,0.9148,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.3459
the red cube roll the grey cone,roll,red Cube,agent ,grey Cone,theme ,purple Cylinder, ,0.0000,0.3206,0.4044,0.0000,0.0000,0.7677,0.0000,0.0000,0.0000,0.0000,0.9409,0.2993,0.9202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1044,0.2835,0.7725,0.0000,0.0000,0.9854,0.7660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9070,0.9959,0.0216,0.0000,0.1647,0.0000,0.0000,0.0000,0.0000,0.3353,0.7951,0.1000
the blue cylinder throw the grey cube,throw,green Tower, ,grey Cube,theme ,blue Cylinder,agent ,0.0000,0.8485,0.4281,0.0000,0.0000,0.4822,0.0000,0.0000,0.0000,0.0000,0.3201,0.8113,0.2926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1440,0.8319,0.7769,0.0000,0.9979,0.0903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3003,0.0000,0.0000,0.0000,0.0181,0.9825,0.9431,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3413
the yellow dome spin,spin,red Cone, ,green Cylinder, ,yellow Dome,agent ,0.0000,0.5069,0.2122,0.0000,0.0000,0.7052,0.0000,0.0000,0.0000,0.0000,0.2954,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2656,0.0000,0.0000,0.2706,0.2791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0803,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the grey tower give the blue cylinder to the purple cube,give,grey Tower,agent ,purple Cube,recipient ,blue Cylinder,theme ,0.0000,0.8022,0.7599,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9733,1.0000,0.9921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2300,0.9999,0.0000,0.7943,0.7996,0.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3254,1.0000,0.0000,0.9771,0.9469,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3590,0.3538,0.1000
the purple cylinder kick the grey tower to the red dome,kick,purple Cylinder,agent ,grey Tower,theme ,red Dome,recipient ,0.0000,0.4855,0.4050,0.0000,0.0000,0.9196,0.0000,0.0000,0.0000,0.0000,1.0000,0.2995,0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1110,0.9964,0.9820,0.0000,0.9996,0.9815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9143,0.9752,0.0218,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3452,0.1000,0.3352
the grey dome hop,hop,grey Dome,agent ,blue Tower, ,yellow Cube, ,0.0000,0.5871,0.2246,0.0000,0.0000,0.5147,0.0000,0.0000,0.0000,0.0000,0.0976,0.2994,0.0808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1693,0.0000,0.0000,0.4771,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9915,0.0818,0.0211,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the green cube kick the grey cylinder to the red dome,kick,grey Cylinder,theme ,red Dome,recipient ,green Cube,agent ,0.0000,0.9125,0.4835,0.0000,0.0000,0.3960,0.0000,0.0000,0.0000,0.0000,0.2995,0.9202,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9972,0.9908,0.0000,0.0000,0.9910,0.3543,0.9983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9770,0.0211,0.9086,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3336,0.3372
the green cylinder roll the blue dome,roll,red Sphere, ,green Cylinder,agent ,blue Dome,theme ,0.0000,0.3948,0.6867,0.0000,0.0000,0.4274,0.0000,0.0000,0.0000,0.0000,0.9423,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9855,0.0000,0.3250,0.0000,0.8809,0.9103,0.6745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.9220,0.9965,0.0000,0.0000,0.3117,0.0000,0.0000,0.1796,0.1000,0.3345,0.9155
the blue tower hop,hop,green Cone, ,blue Tower,agent ,yellow Cylinder, ,0.0000,0.3551,0.4939,0.0000,0.0000,-0.1338,0.0000,0.0000,0.0000,0.0000,1.0000,0.2990,0.1064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0789,0.9915,0.0198,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the red cone throw the grey cube,throw,yellow Cylinder, ,grey Cube,theme ,red Cone,agent ,0.0000,0.6319,0.3857,0.0000,0.0000,0.5415,0.0000,0.0000,0.0000,0.0000,0.1184,0.5834,0.2930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0554,0.5907,0.7180,0.0000,0.9977,0.1848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2885,0.0000,0.0000,0.0000,0.0215,0.9848,0.9294,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.1000,0.3487
the green cube kick the blue tower,kick,blue Tower,theme ,grey Sphere, ,green Cube,agent ,0.0000,0.8591,0.4848,0.0000,0.0000,0.4107,0.0000,0.0000,0.0000,0.0000,0.2996,0.9419,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8675,0.4789,0.0000,0.9938,0.2402,0.1015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9741,0.0206,0.9284,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.3340
the green tower kick the purple dome,kick,blue Cylinder, ,green Tower,agent ,purple Dome,theme ,0.0000,0.3969,0.9188,0.0000,0.0000,0.4771,0.0000,0.0000,0.0000,0.0000,0.9771,1.0000,0.5217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9582,0.0000,0.3341,0.0000,0.3600,0.2388,0.9729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1171,0.9286,0.9811,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.1731,0.3463,0.1000
the grey dome roll the red cube to the purple sphere,roll,grey Dome,agent ,purple Sphere,recipient ,red Cube,theme ,0.0000,0.4048,0.4920,0.0000,0.0000,0.9078,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9975,0.0000,0.9913,0.0000,0.3661,0.9938,0.9168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9284,0.2062,0.9808,0.0000,0.0000,0.4307,0.0000,0.0000,0.3233,0.3461,0.3447,0.9068
the grey tower give the yellow cylinder to the blue cube,give,yellow Cylinder,theme ,grey Tower,agent ,blue Cube,recipient ,0.0000,0.8111,0.9150,0.0000,0.0000,0.8003,0.0000,0.0000,0.0000,0.0000,0.7750,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7411,0.7952,0.0000,0.0000,0.4400,0.7945,1.0000,0.0000,0.0000,0.3205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9949,0.9556,0.9779,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3476,0.3327
the yellow cube give the blue cone to the green sphere,give,green Sphere,recipient ,yellow Cube,agent ,blue Cone,theme ,0.0000,0.8010,0.9150,0.0000,0.0000,0.7637,0.0000,0.0000,0.0000,0.0000,0.9903,0.9288,0.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7945,0.0204,0.0000,0.1887,0.7951,0.7903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3254,0.0000,0.9473,0.9740,0.9961,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3401,0.3558,0.1000
the blue sphere throw the purple dome to the yellow cube,throw,purple Dome,theme ,yellow Cube,recipient ,blue Sphere,agent ,0.0000,0.9150,0.4721,0.0000,0.0000,0.4445,0.0000,0.0000,0.0000,0.0000,0.1815,0.7659,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9230,0.8206,0.0000,0.9902,0.0000,0.0736,0.0000,0.0000,1.0000,0.2958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.1164,0.9438,0.6323,0.0000,0.0000,0.6053,0.0000,0.0000,0.1900,0.3378,0.3635
the green cylinder spin,spin,green Cylinder,agent ,blue Cone, ,red Cube, ,0.0000,0.7070,0.1994,0.0000,0.0000,0.4924,0.0000,0.0000,0.0000,0.0000,0.0949,0.0000,0.2987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3514,0.3602,0.0000,0.0000,0.3652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0216,0.0802,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the blue sphere flip,flip,blue Sphere,agent ,red Cone, ,purple Cylinder, ,0.0000,0.3025,0.8080,0.0000,0.0000,0.4930,0.0000,0.0000,0.0000,0.0000,0.0000,0.1067,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7390,0.0000,0.2499,0.6720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9793,0.0199,0.0786,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8669,0.1000,0.1000
the yellow cone flip,flip,red Sphere, ,yellow Cone,agent ,blue Tower, ,0.0000,0.8344,0.4991,0.0000,0.0000,0.3361,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7083,0.0000,0.0000,0.0000,0.0000,0.2263,0.8055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0793,0.9857,0.0205,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8488,0.1000
the red cube give the green cylinder to the purple tower,give,green Cylinder,theme ,red Cube,agent ,purple Tower,recipient ,0.0000,0.7747,0.9150,0.0000,0.0000,0.8004,0.0000,0.0000,0.0000,0.0000,0.7918,0.9729,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.7952,0.5053,0.0000,0.0000,0.7982,0.9997,0.0000,0.0000,0.3173,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9964,0.9795,0.8893,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3501,0.3380
the yellow sphere give the red cone to the purple cylinder,give,yellow Sphere,agent ,purple Cylinder,recipient ,red Cone,theme ,0.0000,0.8007,0.7541,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9529,1.0000,0.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2651,0.9998,0.0000,0.7937,0.8109,0.7951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3237,1.0000,0.0000,0.9778,0.9400,0.9962,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3506,0.3481,0.1000
the grey sphere kick the green dome to the red cylinder,kick,red Cylinder,recipient ,green Dome,theme ,grey Sphere,agent ,0.0000,0.9222,0.4070,0.0000,0.0000,0.4848,0.0000,0.0000,0.0000,0.0000,0.9910,0.9409,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0616,0.9896,1.0000,0.0000,0.9899,0.9979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0202,0.9751,0.9143,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3414,0.1000,0.3576
