sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38
the white dome spin,spin,white Dome,agent ,green Tower, ,red Cube, ,0.0000,0.7042,0.2008,0.0000,0.0000,0.4965,0.0000,0.0000,0.0000,0.0000,0.1050,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5345,0.0000,0.0000,0.5463,0.2952,0.0000,0.0204,0.0795,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the white dome give the red cube to the blue tower,give,blue Tower,recipient ,red Cube,theme ,white Dome,agent ,0.0000,0.9150,0.8021,0.0000,0.0000,0.7760,0.0000,0.0000,0.0000,0.0000,0.9282,0.9907,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,1.0000,0.7952,0.0000,0.7698,0.1275,0.1027,0.0000,0.9611,0.9959,0.9717,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3438,0.1000,0.3504
the green sphere hop,hop,blue Cube, ,yellow Cylinder, ,green Sphere,agent ,0.0000,0.5021,0.5300,0.0000,0.0000,0.8658,0.0000,0.0000,0.0000,0.0000,0.2966,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5817,0.3968,0.0000,0.0000,0.2236,0.0000,0.0000,0.0206,0.0798,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the grey sphere flip,flip,grey Sphere,agent ,yellow Cube, ,blue Cylinder, ,0.0000,0.2711,0.7616,0.0000,0.0000,0.4965,0.0000,0.0000,0.0000,0.0000,0.0000,0.1038,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3963,0.0000,0.3830,0.2222,0.0000,0.0000,0.9793,0.0197,0.0796,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.7980,0.1000,0.1000
the white cone give the red sphere to the yellow cylinder,give,red Sphere,theme ,yellow Cylinder,recipient ,white Cone,agent ,0.0000,0.9150,0.8558,0.0000,0.0000,0.8014,0.0000,0.0000,0.0000,0.0000,1.0000,0.7690,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7941,0.7956,0.0000,1.0000,0.0000,0.4123,0.0000,0.9953,0.9746,0.9508,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3509,0.3496
the yellow sphere kick the white cylinder to the green tower,kick,yellow Sphere,agent ,green Tower,recipient ,white Cylinder,theme ,0.0000,0.4028,0.4922,0.0000,0.0000,0.9107,0.0000,0.0000,0.0000,0.0000,0.0000,0.9910,0.9596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9964,0.4273,0.9818,0.0000,0.0000,0.9826,0.9988,0.0000,0.9076,0.0205,0.9840,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3576,0.3370,0.1000
the green dome spin,spin,blue Sphere, ,grey Tower, ,green Dome,agent ,0.0000,0.5154,0.6866,0.0000,0.0000,0.2020,0.0000,0.0000,0.0000,0.0000,0.0000,0.3000,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4901,0.2422,0.0000,0.4956,0.0000,0.0000,0.0000,0.0814,0.0217,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9977
the yellow cube roll the green cone,roll,yellow Cube,agent ,red Tower, ,green Cone,theme ,0.0000,0.4154,0.4157,0.0000,0.0000,0.4223,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2337,0.6992,0.9956,0.0000,0.0253,0.3475,0.9029,0.0000,0.9226,0.0216,0.9939,0.0000,0.0000,0.3741,0.0000,0.0000,0.3839,0.3547,0.1000,0.8934
the green tower flip,flip,yellow Dome, ,green Tower,agent ,white Cone, ,0.0000,0.8220,0.5074,0.0000,0.0000,0.3308,0.0000,0.0000,0.0000,0.0000,0.8320,0.2989,0.1064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7511,0.0000,0.0000,0.0000,0.0000,0.1298,0.8206,0.0000,0.0815,0.9857,0.0199,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8666,0.1000
the green cube flip,flip,green Cube,agent ,white Cylinder, ,grey Sphere, ,0.0000,0.3447,0.8449,0.0000,0.0000,0.4970,0.0000,0.0000,0.0000,0.0000,0.3000,0.0992,0.8802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8251,0.0000,0.1635,0.7185,0.0000,0.0000,0.9857,0.0210,0.0784,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8064,0.1000,0.1000
the red cube roll the green tower,roll,red Cube,agent ,white Dome, ,green Tower,theme ,0.0000,0.3923,0.1907,0.0000,0.0000,0.7570,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.9946,0.0000,0.1227,0.8835,0.0000,0.0000,0.9154,0.0182,0.9964,0.0000,0.0000,0.3724,0.0000,0.0000,0.4401,0.3565,0.1000,0.9091
the blue cylinder spin,spin,green Tower, ,red Cone, ,blue Cylinder,agent ,0.0000,0.5003,0.1973,0.0000,0.0000,0.6968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2625,0.0000,0.0000,0.2698,0.2817,0.0000,0.0208,0.0793,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9902
the grey cylinder hop,hop,white Cube, ,grey Cylinder,agent ,green Tower, ,0.0000,0.8612,0.5178,0.0000,0.0000,0.3802,0.0000,0.0000,0.0000,0.0000,0.9091,0.2998,0.0970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8986,0.0030,0.0000,0.0000,0.0000,0.0000,0.9702,0.0000,0.0816,0.9841,0.0220,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.1000
the grey sphere roll the green cone,roll,green Cone,theme ,grey Sphere,agent ,blue Dome, ,0.0000,0.4833,0.9020,0.0000,0.0000,0.4035,0.0000,0.0000,0.0000,0.0000,0.9593,0.0000,0.0976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9497,0.0000,0.0188,0.0000,0.0000,0.3656,0.9928,0.0000,0.9663,0.9283,0.2852,0.3733,0.0000,0.0000,0.3235,0.0000,0.0000,0.9065,0.3365,0.2419
the yellow cylinder hop,hop,red Sphere, ,yellow Cylinder,agent ,green Tower, ,0.0000,0.6388,0.5137,0.0000,0.0000,0.1746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4492,0.7441,0.0000,0.5745,0.0000,0.0000,0.0000,0.0817,0.9841,0.0210,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.1000
the yellow tower kick the blue cube to the white dome,kick,blue Cube,theme ,white Dome,recipient ,yellow Tower,agent ,0.0000,0.9231,0.4562,0.0000,0.0000,0.3793,0.0000,0.0000,0.0000,0.0000,0.5647,0.9282,0.9014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9973,0.9994,0.0000,0.0000,0.9998,0.0525,0.9996,0.0000,0.9729,0.1161,0.9155,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.3383,0.3312
the green cone flip,flip,red Cylinder, ,white Cube, ,green Cone,agent ,0.0000,0.5058,0.8386,0.0000,0.0000,0.3467,0.0000,0.0000,0.0000,0.0000,0.0000,0.8644,0.2976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2273,0.7988,0.0000,0.0000,0.8928,0.3519,0.2579,0.0000,0.0812,0.0200,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8065
the grey dome flip,flip,white Cylinder, ,grey Dome,agent ,blue Cone, ,0.0000,0.8216,0.5072,0.0000,0.0000,0.3358,0.0000,0.0000,0.0000,0.0000,0.6956,0.0000,0.0939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5493,0.0000,0.0000,0.0000,0.0000,0.4252,0.7033,0.0000,0.0816,0.9857,0.0198,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8065,0.1000
the blue cylinder roll the yellow cone,roll,blue Cylinder,agent ,yellow Cone,theme ,green Dome, ,0.0000,0.4225,0.3666,0.0000,0.0000,0.8832,0.0000,0.0000,0.0000,0.0000,0.3459,1.0000,0.9546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8750,0.4364,0.9306,0.0000,0.0000,0.9649,0.0000,0.0000,0.9221,0.9955,0.6894,0.0000,0.2406,0.0000,0.0000,0.3846,0.0000,0.3442,0.9252,0.4926
the yellow dome roll the red cube,roll,red Cube,theme ,yellow Dome,agent ,green Cone, ,0.0000,0.4094,0.7852,0.0000,0.0000,0.3930,0.0000,0.0000,0.0000,0.0000,0.9497,0.0000,0.9407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7793,0.9747,0.4463,0.0000,0.1887,0.0000,0.9933,0.0000,0.9939,0.9154,0.0191,0.4304,0.0000,0.0000,0.3844,0.0000,0.0000,0.8118,0.3534,0.1000
the grey tower hop,hop,grey Tower,agent ,blue Cube, ,red Dome, ,0.0000,0.4648,0.0541,0.0000,0.0000,0.5081,0.0000,0.0000,0.0000,0.0000,0.1097,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5320,0.2883,0.0000,0.0000,0.0219,0.0000,0.0000,0.0000,0.9915,0.0807,0.0208,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red dome flip,flip,red Dome,agent ,yellow Cone, ,white Cylinder, ,0.0000,0.1812,0.6697,0.0000,0.0000,0.4820,0.0000,0.0000,0.0000,0.0000,0.2990,0.0909,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1857,0.3977,0.0000,0.0000,0.0000,0.0000,0.0520,0.0000,0.9857,0.0183,0.0780,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the grey cone flip,flip,yellow Dome, ,red Cylinder, ,grey Cone,agent ,0.0000,0.4896,0.7708,0.0000,0.0000,0.2807,0.0000,0.0000,0.0000,0.0000,0.2997,0.3608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1068,0.0840,0.0000,0.3310,0.2393,0.0150,0.0000,0.0792,0.0187,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8486
the grey dome kick the yellow cube to the white sphere,kick,yellow Cube,theme ,white Sphere,recipient ,grey Dome,agent ,0.0000,0.9165,0.4778,0.0000,0.0000,0.3943,0.0000,0.0000,0.0000,0.0000,0.2987,0.9354,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9994,0.9826,0.0000,0.0000,0.9821,0.1948,0.9966,0.0000,0.9724,0.0201,0.9226,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3318,0.3430
the red sphere kick the white cylinder to the grey cone,kick,grey Cone,recipient ,red Sphere,agent ,white Cylinder,theme ,0.0000,0.3881,0.9228,0.0000,0.0000,0.4654,0.0000,0.0000,0.0000,0.0000,0.9336,0.9913,0.5590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9818,0.0588,0.9958,0.0000,0.0000,0.9953,0.9817,0.0000,0.2057,0.9164,0.9732,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3553,0.3334,0.1000
the white dome throw the grey cone to the blue cube,throw,white Dome,agent ,blue Cube,recipient ,grey Cone,theme ,0.0000,0.4425,0.4681,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4654,0.0000,0.9996,0.0000,0.8159,0.9132,0.7951,0.0000,0.9478,0.0219,0.9956,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3443,0.3574,0.1000
the grey cube flip,flip,red Cylinder, ,grey Cube,agent ,white Dome, ,0.0000,0.1158,0.5017,0.0000,0.0000,0.6066,0.0000,0.0000,0.0000,0.0000,1.0000,0.2950,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.9857,0.0799,0.0000,0.7855,0.0000,0.0000,0.7047,0.0000,0.1000,0.8484,0.1000
the green cone hop,hop,blue Sphere, ,green Cone,agent ,red Cube, ,0.0000,0.6652,0.4949,0.0000,0.0000,0.2959,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3953,0.8529,0.0000,0.6852,0.0000,0.0372,0.0000,0.0798,0.9915,0.0192,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow cube roll the green dome to the red cylinder,roll,red Cylinder,recipient ,yellow Cube,agent ,green Dome,theme ,0.0000,0.3838,0.8768,0.0000,0.0000,0.4503,0.0000,0.0000,0.0000,0.0000,0.9226,0.5420,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9908,0.4691,0.9933,0.0000,0.2121,0.4354,0.8993,0.0000,0.4779,0.8995,0.9963,0.0000,0.0000,0.3097,0.0000,0.0000,0.1794,0.3376,0.3387,0.9194
the yellow cylinder flip,flip,yellow Cylinder,agent ,blue Cone, ,grey Cube, ,0.0000,0.3226,0.8077,0.0000,0.0000,0.5125,0.0000,0.0000,0.0000,0.0000,0.2999,0.0983,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7449,0.0000,0.0132,0.6593,0.0000,0.0000,0.9793,0.0212,0.0813,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8351,0.1000,0.1000
the grey cube kick the white cone,kick,grey Cube,agent ,white Cone,theme ,red Tower, ,0.0000,0.5164,0.3994,0.0000,0.0000,0.6666,0.0000,0.0000,0.0000,0.0000,0.0952,0.0000,0.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6612,0.2870,0.6369,0.0000,0.0000,0.9890,0.3079,0.0000,0.9210,0.9747,0.0183,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.3533,0.1000,0.1000
the blue cone give the green dome to the grey sphere,give,green Dome,theme ,blue Cone,agent ,grey Sphere,recipient ,0.0000,0.8003,0.9150,0.0000,0.0000,0.8021,0.0000,0.0000,0.0000,0.0000,0.7787,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7436,0.7952,0.0000,0.0000,0.3386,0.7952,1.0000,0.0000,0.9957,0.9604,0.9730,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3512,0.3330
the blue cube spin,spin,green Sphere, ,blue Cube,agent ,red Cone, ,0.0000,0.6977,0.5087,0.0000,0.0000,0.2063,0.0000,0.0000,0.0000,0.0000,0.2993,0.0000,0.0973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4804,0.4746,0.0000,0.4782,0.0000,0.0000,0.0000,0.0805,0.0200,0.0212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9825,0.1000
the red cylinder flip,flip,red Cylinder,agent ,green Dome, ,blue Sphere, ,0.0000,0.2775,0.7772,0.0000,0.0000,0.4934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0936,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0255,0.1578,0.5081,0.0000,0.0323,0.3758,0.0000,0.0000,0.9793,0.0180,0.0806,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8353,0.1000,0.1000
the grey tower spin,spin,grey Tower,agent ,red Cone, ,white Cylinder, ,0.0000,0.6976,0.1880,0.0000,0.0000,0.4903,0.0000,0.0000,0.0000,0.0000,0.1003,0.2989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2082,0.1979,0.0000,0.0000,0.1919,0.0000,0.0000,0.0000,0.0186,0.0790,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9549,0.1000,0.1000
the yellow cylinder roll the blue tower to the white cube,roll,blue Tower,theme ,white Cube,recipient ,yellow Cylinder,agent ,0.0000,0.8873,0.3908,0.0000,0.0000,0.3929,0.0000,0.0000,0.0000,0.0000,0.2996,0.9282,0.5610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0469,0.8838,0.0000,0.0000,0.9991,0.2954,0.9989,0.0000,0.9956,0.2048,0.9156,0.2402,0.0000,0.0000,0.2555,0.0000,0.0000,0.8350,0.3380,0.3369
the grey cone hop,hop,blue Sphere, ,grey Cone,agent ,yellow Dome, ,0.0000,0.9106,0.4917,0.0000,0.0000,0.5372,0.0000,0.0000,0.0000,0.0000,0.3622,0.2993,0.1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.8322,0.0000,0.0801,0.9920,0.0182,0.0000,0.8203,0.0000,0.0000,0.7214,0.0000,0.1307,0.1000,0.1000
the white dome spin,spin,white Dome,agent ,yellow Cone, ,blue Cylinder, ,0.0000,0.2003,0.6938,0.0000,0.0000,0.5065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0973,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4615,0.4642,0.0000,0.0000,0.0000,0.0000,0.4598,0.0000,0.0186,0.0214,0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the yellow dome give the red cylinder to the green cube,give,red Cylinder,theme ,green Cube,recipient ,yellow Dome,agent ,0.0000,0.9150,0.7669,0.0000,0.0000,0.8020,0.0000,0.0000,0.0000,0.0000,1.0000,0.7889,0.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7851,0.7947,0.0000,1.0000,0.1720,0.0424,0.0000,0.9961,0.9554,0.9751,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3632,0.3571
the blue cylinder flip,flip,red Cone, ,green Sphere, ,blue Cylinder,agent ,0.0000,0.5086,0.2153,0.0000,0.0000,0.6974,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3676,0.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0215,0.0802,0.9792,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.7990
the yellow dome hop,hop,red Cylinder, ,yellow Dome,agent ,grey Sphere, ,0.0000,0.6933,0.5129,0.0000,0.0000,0.3548,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1869,0.1006,0.0000,0.0811,0.9915,0.0215,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the yellow cylinder flip,flip,white Dome, ,yellow Cylinder,agent ,red Sphere, ,0.0000,0.0915,0.5101,0.0000,0.0000,0.5807,0.0000,0.0000,0.0000,0.0000,1.0000,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1803,0.0000,0.2071,0.1574,0.0000,0.0000,0.0208,0.9793,0.0812,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8355,0.1000
the green cube spin,spin,green Cube,agent ,blue Cone, ,white Cylinder, ,0.0000,0.6981,0.2048,0.0000,0.0000,0.5067,0.0000,0.0000,0.0000,0.0000,0.1032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1447,0.0000,0.0000,0.1365,0.3914,0.0000,0.0213,0.0817,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the yellow cone kick the white cube to the grey cylinder,kick,grey Cylinder,recipient ,white Cube,theme ,yellow Cone,agent ,0.0000,0.9153,0.3881,0.0000,0.0000,0.4728,0.0000,0.0000,0.0000,0.0000,0.9880,0.9220,0.2993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9740,0.9994,0.0000,0.9749,0.9949,0.2278,0.0000,0.0195,0.9747,0.9069,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3352,0.1000,0.3386
the grey sphere hop,hop,red Tower, ,green Cone, ,grey Sphere,agent ,0.0000,0.4969,0.7912,0.0000,0.0000,0.4531,0.0000,0.0000,0.0000,0.0000,0.2991,0.1493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1225,0.0000,0.0000,0.0000,0.3364,0.8848,0.3719,0.0000,0.0794,0.0199,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the red cone hop,hop,grey Sphere, ,white Dome, ,red Cone,agent ,0.0000,0.4875,0.0517,0.0000,0.0000,0.4870,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4779,0.0000,0.0000,0.7266,0.9751,0.0000,0.0182,0.0793,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the red cube give the blue tower to the grey cone,give,grey Cone,recipient ,blue Tower,theme ,red Cube,agent ,0.0000,0.9150,0.8006,0.0000,0.0000,0.7888,0.0000,0.0000,0.0000,0.0000,0.9292,0.9818,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7951,1.0000,0.7952,0.0000,0.7536,0.2535,0.0000,0.0000,0.9662,0.9959,0.9672,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3422,0.1000,0.3578
the blue sphere throw the grey cube to the red cone,throw,blue Sphere,agent ,red Cone,recipient ,grey Cube,theme ,0.0000,0.4432,0.4246,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1048,0.0147,0.9962,0.0000,0.8278,0.9170,0.7951,0.0000,0.9485,0.0207,0.9963,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3423,0.3543,0.1000
the yellow sphere flip,flip,red Cone, ,yellow Sphere,agent ,white Tower, ,0.0000,0.7986,0.4893,0.0000,0.0000,0.2904,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6014,0.0329,0.0000,0.0000,0.0000,0.0000,0.6860,0.0000,0.0790,0.9792,0.0188,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8353,0.1000
the blue cone hop,hop,blue Cone,agent ,red Tower, ,green Dome, ,0.0000,-0.0901,0.3855,0.0000,0.0000,0.4979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0994,0.2999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0672,0.0000,0.0000,0.2125,0.0000,0.0000,0.0000,0.9915,0.0187,0.0809,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the red tower throw the yellow cylinder,throw,red Tower,agent ,yellow Cylinder,theme ,blue Dome, ,0.0000,0.4973,0.4028,0.0000,0.0000,0.7296,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.7620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9976,0.0000,0.0000,0.7054,0.0748,0.0000,0.9389,0.9831,0.0181,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.3520,0.0000,0.1000
the grey cone throw the red sphere,throw,grey Cone,agent ,green Tower, ,red Sphere,theme ,0.0000,0.3976,0.5334,0.0000,0.0000,0.6571,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6188,0.0000,0.0577,0.9973,0.0000,0.0000,0.9287,0.0211,0.9845,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3623,0.1000,0.0000
the grey cylinder give the green cube to the yellow tower,give,yellow Tower,recipient ,green Cube,theme ,grey Cylinder,agent ,0.0000,0.9150,0.8012,0.0000,0.0000,0.7977,0.0000,0.0000,0.0000,0.0000,1.0000,0.9945,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7967,0.9998,0.7952,0.0000,0.7460,0.0000,0.3387,0.0000,0.9281,0.9961,0.9765,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3639,0.1000,0.3528
the red tower flip,flip,red Tower,agent ,yellow Cube, ,green Cylinder, ,0.0000,0.2350,0.7084,0.0000,0.0000,0.5048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0979,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5669,0.7639,0.0463,0.0000,0.0000,0.0000,0.4520,0.0000,0.9857,0.0208,0.0801,0.7855,0.0000,0.0000,0.7047,0.0000,0.0000,0.8487,0.1000,0.1000
the white cone throw the blue sphere to the yellow cube,throw,yellow Cube,recipient ,white Cone,agent ,blue Sphere,theme ,0.0000,0.4537,0.9150,0.0000,0.0000,0.4510,0.0000,0.0000,0.0000,0.0000,0.9703,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9973,0.8223,0.0000,0.0000,0.2379,0.7952,0.9107,0.0000,0.0217,0.9446,0.9963,0.0000,0.0000,0.6323,0.0000,0.0000,0.5610,0.3383,0.3577,0.1000
the yellow sphere kick the white cube,kick,blue Tower, ,yellow Sphere,agent ,white Cube,theme ,0.0000,0.4177,0.7437,0.0000,0.0000,0.5126,0.0000,0.0000,0.0000,0.0000,0.9358,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9684,0.4255,0.1959,0.0000,0.4828,0.0000,0.6815,0.0000,0.0213,0.9341,0.9746,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.3299,0.1000
the grey sphere hop,hop,grey Sphere,agent ,white Cube, ,yellow Dome, ,0.0000,0.7662,0.4151,0.0000,0.0000,0.4911,0.0000,0.0000,0.0000,0.0000,0.0916,0.2994,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6123,0.7236,0.0000,0.0000,0.4638,0.2576,0.0000,0.0000,0.9915,0.0794,0.0187,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the yellow cube spin,spin,yellow Cube,agent ,green Sphere, ,grey Dome, ,0.0000,0.7024,0.2006,0.0000,0.0000,0.4982,0.0000,0.0000,0.0000,0.0000,0.1031,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0249,0.0000,0.0215,0.0810,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9679,0.1000,0.1000
